0.0     4.00000	0.55
0.15    4.00000	0.55
0.35    4.00000	0.55
0.5     3.99996	0.55
0.65    3.99963	0.55
0.8     3.99845	0.55
1.0     3.99455	0.55
1.15    3.98960	0.55
1.3     3.98305	0.55
1.45    3.97532	0.55
1.6     3.96697	0.55
1.75    3.95868	0.55
1.9     3.95121	0.55
2.0     3.94712     	0.55(1ª Ordem)
2.07    3.94488	0.55
2.16    3.94297	0.55
2.25    3.94249	0.55
2.33    3.94364	0.55
2.4     3.94632	0.55
2.45    3.94963	0.55
2.47332 3.95180	0.55

----AF-->AF----
2.47332 3.95180	0.55
2.47343 3.95181	0.55
2.47390 3.95186	0.55
2.4795  3.95248	0.55
2.48    3.95253	0.55
2.481   3.95264	0.55
2.485   3.95308	0.55
2.488   3.95341	0.55




2.47332 3.95180	0.55
2.47349 3.95184	0.55
2.47366 3.95188	0.55
2.47390 3.95193	0.55
2.47450 3.95205	0.55
2.47620 3.95239	0.55
2.478   3.95275	0.55
2.48    3.95315	0.55
2.5     3.95705	0.55
2.65    3.98200	0.55
2.8     3.99800	0.55
3.0     4.00656  	0.55(2ª Ordem)
3.15    4.00400	0.55
3.35    3.98600	0.55
3.5     3.96300	0.55
3.65    3.93100	0.55
3.8     3.88900	0.55
4.0     3.81900	0.55
4.15    3.75400	0.55
4.35    3.65100	0.55
4.5     3.56000	0.55
4.65    3.45500	0.55
4.8     3.33700	0.55
5.0     3.15400	0.55
5.15    2.99500	0.55
5.35    2.74800	0.55
5.5     2.52900	0.55
5.60800     2.35	0.55
5.71400     2.15	0.55
5.78500     2.0	0.55
5.86900     1.8	0.55
5.92500     1.65	0.55
5.97500     1.5	0.55
6.01900     1.35	0.55
6.07000     1.15	0.55
6.10300     1.0	0.55
6.13800     0.8	0.55
6.16000     0.65	0.55
6.17700     0.5	0.55
6.18900     0.35	0.55
6.19900     0.15	0.55
6.20100     0.0	0.55
