0.0     4.00000	0.1
0.05     4.00000	0.1
0.1     3.99998	0.1
0.11    3.99997	0.1
0.12    3.99993	0.1
0.13    3.99989	0.1
0.14    3.99983	0.1
0.15    3.99976	0.1
0.16    3.99969	0.1
0.17    3.99961	0.1
0.18    3.99954	0.1
0.19    3.99949	0.1
0.2     3.99946     	0.1(AF->PM) 1ª Ordem
0.21    3.99946	0.1
0.22    3.99950	0.1
0.229309    3.9995838	0.1


----AF-->AF----(1ª Ordem) 
0.229309    3.9995838	0.1
0.23    3.99959	0.1
0.235   3.99964	0.1
0.24    3.99969	0.1
0.245   3.99973	0.1
0.25    3.99977	0.1
0.26    3.99983	0.1
0.27    3.99988	0.1
0.28    3.99992	0.1
0.3     3.99996	0.1
0.32    3.99999	0.1
0.39    4.00000	0.1
0.395   4.00000	0.1
0.399   4.00000	0.1
0.4     4.00000	0.1
---------------	0.1

0.229309    3.9995838	0.1
0.22932     3.99960	0.1
0.22940    3.99970	0.1
0.22965     4.0	0.1
0.3     4.08100	0.1
0.4     4.18000	0.1
0.5     4.26500	0.1
0.6     4.33800	0.1
0.7     4.40100	0.1
0.8     4.45400	0.1
0.9     4.49900	0.1
1.0     4.53700	0.1
1.1     4.56700	0.1
1.2     4.59000	0.1
1.3     4.60700	0.1
1.4     4.61800	0.1
1.5     4.62200	0.1
1.6     4.62000	0.1
1.7     4.61300	0.1
1.8     4.59900	0.1
1.9     4.57900	0.1
2.0     4.55400	0.1
2.1     4.52300	0.1
2.2     4.48500	0.1
2.3     4.44200	0.1
2.4     4.39200	0.1
2.5     4.33600	0.1
2.6     4.27300	0.1
2.7     4.20300	0.1
2.8     4.12600	0.1
2.9     4.04100	0.1
3.0     3.94800	0.1
3.1     3.84600	0.1
3.2     3.73500	0.1
3.3     3.61400	0.1
3.4     3.48100	0.1
3.5     3.33600	0.1
3.6     3.17600	0.1
3.7     3.00000	0.1
3.8     2.80400	0.1
3.9     2.58300	0.1
4.0     2.33200	0.1
4.06400     2.15	0.1
4.11200     2.0	0.1
4.14200     1.9	0.1
4.18200     1.75	0.1
4.21900     1.6	0.1
4.25300     1.45	0.1
4.28200     1.3	0.1
4.30900     1.15	0.1
4.33100     1.0	0.1
4.34500     0.9	0.1
4.36200     0.75	0.1
4.37600     0.6	0.1
4.38700     0.45	0.1
4.39500     0.3	0.1
4.40000     0.1     	0.1
4.40100     0.0   	0.1
