0.0     4.00000
0.015    4.037
0.03    4.06861
0.04    4.08564
0.04910 4.10000
0.05    4.10136
0.065   4.12400
0.08    4.14300
0.1     4.16703
0.135   4.20500
0.16    4.22800    
0.2     4.26100
0.235   4.28600
0.26    4.30200
0.3     4.32500
0.335   4.34200
0.36    4.35300
0.4     4.36900
0.435   4.38000
0.46    4.38700
0.5     4.39700
0.535   4.40400
0.56    4.40800
0.6     4.41300
0.65    4.41700
0.7     4.41900
0.8     4.41500
0.9     4.40400
1.0     4.38600
1.1     4.36100
1.2     4.32900
1.3     4.29100
1.4     4.24500
1.5     4.19300
1.6     4.13400
1.7     4.06700
1.8     3.99300
1.9     3.91000
2.0     3.81900
2.1     3.71900
2.2     3.60900
2.3     3.48800
2.4     3.35400
2.5     3.20700
2.62600     3.0
2.73300     2.8
2.80500     2.65
2.87200     2.5
2.93200     2.35
3.00500     2.15
3.05400     2.0
3.11300     1.8
3.15200     1.65
3.18800     1.5
3.21900     1.35
3.25600     1.15
3.27900     1.0
3.30500     0.8
3.32000     0.65
3.33200     0.5
3.34100     0.35
3.34800     0.15
3.35000     0.0
