0.425   0.1	1.27455	
0.43    0.1	1.27814
0.44    0.1	1.28519
0.5     0.1	1.32444
0.55    0.1	1.35344
0.58    0.1	1.36935
0.59    0.1	1.37442
0.6     0.1	1.37936
