0.300000    0.2	0.0	
0.300000    0.2	0.1
0.300004    0.2	0.2
0.300021    0.2	0.3
0.300069    0.2	0.4
0.300176    0.2	0.5
0.300386    0.2	0.6
0.300775    0.2	0.7
0.301467    0.2	0.8
0.302692    0.2	0.9
0.304921    0.2	1.0
0.309443    0.2	1.1
0.310000    0.2	1.10791
0.320000    0.2	1.18174
0.325600    0.2	1.19395      
