0.0     7.72100
0.1     7.72100
1.0     7.72100
2.0     7.70900
2.5     7.67200
3.0     7.59300
3.5     7.45900
4.0     7.25900
4.5     6.97900
5.0     6.60700
5.4     6.22900
5.7     5.88900
6.0     5.49100
6.3     5.02000
6.6     4.45200
6.85    3.87500
7.0     3.46300
7.14400 3.0
7.27200 2.5
7.37900 1.97
7.45100 1.5
7.5     1.06400
7.50600 1.0
7.51300 0.92
7.52500 0.76
7.53200 0.63
7.54000 0.47
7.54600 0.3
7.54800 0.2
7.54900 0.1
7.55000 0.0
