3.49200	0.0	5.0
3.47031    1.0    4.975
3.46    1.33    4.92876
3.448   1.66    4.86230
3.43060 2.0     4.785 
3.412   2.33    4.68498
3.39    2.66    4.56444
3.35892     3.0     4.44
3.328   3.33    4.27380
3.29    3.66    4.08881
3.24310 4.0     3.87
3.215   4.2     3.68966
4.4
4.6
4.8
3.04615 5.0     2.84
2.98773     5.2     2.5
2.95371     5.3     2.2
2.91009     5.415   1.8
2.89022    5.46    1.4
2.88240     5.478   1.0
2.88158    5.48    0.5
2.881   5.48165     0.0
