0.0     4.00000     0.0
0.10124 3.99989     0.05
0.25    3.99936     0.1
0.43    3.99822     0.15
0.529   3.99736     0.175
0.63444     3.99632 0.2
0.745   3.99505     0.225
0.8605  3.99354     0.25
0.982   3.99182     0.275
1.107   3.98975     0.3
1.265   3.98691     0.33
1.376   3.98482     0.35
1.518   3.98165     0.375
1.6674  3.97801     0.4
1.823   3.97357     0.425
1.9865  3.96817     0.45
2.088   3.96425     0.465
2.192   3.95966     0.48
2.265   3.95646     0.49
2.34    3.95299     0.5
2.414   3.94876     0.51
2.488   3.94390     0.52
2.559   3.93812     0.53
2.63    3.93183     0.54
2.69    3.92425     0.55
2.76    3.91710     0.56
2.835   3.90976     0.57
3.05    3.88452     0.6
3.695   3.78163     0.7
4.275   3.66998     0.8
4.83    3.55702     0.9
5.36    3.44759     1.0
