1.164   3.99044	1	1
1.265   3.98691	2	0.5
1.3055  3.98416	4	0.25
1.32    3.97772	8	0.125
1.331   3.97556	12	0.083333
1.279 3.96609		16	0.0625
1.267   3.96161 	24	0.0416666
