0.0     4.00000	8	1.32    3.97772
0.1     4.00000	8
0.2     4.00000	8
0.25    4.00000	8
0.3     3.99998	8
0.33    3.99994	8
0.375   3.99983	8
0.4     3.99972	8
0.43    3.99953	8
0.47    3.99914	8
0.5     3.99873	8
0.545   3.99788	8
0.575   3.99715	8
0.6     3.99644	8
0.635   3.99528	8
0.675   3.99374	8
0.7     3.99266	8
0.8     3.98763	8
0.9     3.98199	8
1.0     3.97661	8
1.05    3.97437	8
1.075   3.97343	8
1.1     3.97263	8
1.125   3.97202	8
1.15    3.97160	8
1.175   3.97142	8
1.2     3.97151	8
1.225   3.97192	8
1.25    3.97269	8
1.275   3.97392	8
1.3     3.97572	8
1.31    3.97664	8
1.32    3.97772	8


----AF-->AF----
1.337   3.97976	8
1.336   3.97964	8
1.33    3.97892	8
1.324   3.97821	8
1.32    3.97772	8
---------------

1.32    3.97772	8
1.32474 3.97900	8
1.33    3.98043	8
1.34    3.98310	8
1.35    3.98572	8
1.4     3.99800	8
1.5     4.01864	8
1.55    4.02701	8
1.6     4.03411	8
1.65    4.03993	8
1.7     4.04449	8
1.75    4.04779	8
1.8     4.04984	8
1.85    4.05064	8
1.9     4.05020	8
1.95    4.04851	8
2.0     4.04558	8
2.05    4.04140	8
2.1     4.03597	8
2.15    4.02929	8
2.2     4.02200	8
2.3     4.00200	8
2.4     3.97700	8
2.5     3.94700	8
2.6     3.91200	8
2.7     3.87100	8
2.8     3.82400	8
2.9     3.77200	8
3.0     3.71300	8
3.15    3.61300	8
3.3     3.49700	8
3.45    3.36300	8
3.5     3.31400	8
3.65    3.15400	8
3.75    3.03400	8
3.9     2.83100	8
4.0     2.67800	8
4.07600     2.55	8
4.15800     2.4	8
4.23200     2.25	8
4.29900     2.1	8
4.35900     1.95	8
4.41500     1.8	8
4.46400     1.65	8
4.50900     1.5	8
4.54800     1.35	8
4.58300     1.2	8
4.61300     1.05	8
4.64000     0.9	8
4.66100     0.75	8
4.67900     0.6	8
4.69300     0.45	8
4.70300     0.3	8
4.70900     0.15	8
4.71100     0.0	8
