0.0     4.00000 24 1.267   3.96161 
0.1     4.0
0.2     4.0
0.3     3.99998
0.4     3.99972
0.5     3.99865
0.6     3.99604
0.7     3.99144
0.8     3.98490
0.9     3.97713
1.0     3.96925
1.1     3.96279
1.2     3.95976
1.21    3.95976     1ª ordem (AF-PM)
1.22    3.95984
1.23    3.96000
1.24    3.96027
1.25    3.96064
1.251   3.96068
1.252   3.96073
1.253   3.96078
1.254   3.96082
1.255   3.96087
1.256   3.96093
1.257   3.96098
1.258   3.96103
1.259   3.96109
1.260   3.96115
1.261   3.96121
1.262   3.96127
1.263   3.96134
1.264   3.96140
1.265   3.96147
1.266   3.96154
1.267   3.96161     (CEP)
1.268   3.96169
1.269   3.96177
1.270   3.96185
1.272   3.96201
1.273   3.96209
1.274   3.96217
1.275   3.96225
1.276   3.96233     (CP)



1.267   3.96161     (CEP)
1.27    3.96209
1.3	3.967
1.4	3.981
1.5	3.989
1.6	3.992
1.7	3.990
1.8	3.983
1.9	3.971
2.0 3.954
2.1 3.931
2.2 3.903
2.3 3.870
2.4 3.831
2.5 3.787
2.6 3.736
2.7 3.679
2.8 3.616
2.824   3.6
2.9     3.546
3.023   3.45
3.081   3.4
3.190   3.3
3.288   3.2
3.334   3.15
3.462   3.0
3.575   2.85
3.677   2.7
3.768   2.55
3.797   2.5
3.852   2.4
3.927   2.25
3.995   2.1
4.037   2.0
4.057   1.95
4.113   1.8
4.163   1.65
4.208   1.5
4.248   1.35
4.283   1.20
4.314   1.05
4.323   1.0
4.341   0.9
4.363   0.75
4.381   0.6
4.390   0.5
4.395   0.45
4.404   0.3     
4.409   0.2     
4.411   0.1
4.411   0.0
