0.0     4.00000 (10⁻3) 1ª Ordem
1.4     3.95238
1.41    3.95287
1.411   3.95292
1.415   3.95317
1.416   3.95324
1.422   3.95371
---------------

1.422   3.95371 (CEP)
1.423   3.95379 (CP)

--------------
1.422   3.95371
1.423   3.95389
1.43    3.955
