0.0     4.00000	16	1.279 3.96609
0.1    4.00000		16
0.2    4.00000		16
0.3    3.99998	16
0.4    3.99972	16
0.5    3.99867	16
0.6    3.99615	16
0.7    3.99178	16
0.8    3.98569	16
0.9    3.97854	16
1.0    3.97141	16
1.1    3.96569	16
1.2    3.96325	16
1.24  3.96389	16
1.25  3.96426	16
1.26  3.96475	16
1.27  3.96538	16
1.271 3.96545	16
1.272 3.96552	16
1.273 3.96559	16
1.274 3.96567	16
1.275 3.96575	16
1.276 3.96583	16
1.277 3.96591	16
1.278 3.96600	16
1.279 3.96609	16






----AF-->AF----
1.288  3.96690	16
1.287  3.96681	16
1.286  3.96672	16
1.285  3.96663	16
1.284  3.96654	16
1.283  3.96645	16
1.282  3.96636	16
1.28  3.96618	16
1.279 3.96609	16
-------------

1.279 3.96609	16
1.282  3.96676	16
1.283  3.96696	16
1.284  3.96716	16
1.285  3.96737	16
1.286  3.96757	16
1.287  3.96777	16
1.288  3.96797	16
1.289  3.96817	16
1.29   3.96837	16
1.3    3.97033  	16
   1.3999999999999999        3.9880000476836290          	16
   1.5000000000000000        3.9990000476836278     	16
   1.6000000000000001        4.0060000476836297     	16
   1.7000000000000002        4.0070000476836301     	16
   1.8000000000000003        4.0030000476836287       	16
   1.9000000000000004        3.9940000476836284     	16
   2.0000000000000004        3.9810000476836298    	16
   2.1000000000000005        3.9620000476836319     	16
   2.2000000000000006        3.9370000476836347     	16
   2.3000000000000007        3.9080000476836378     	16
   2.4000000000000008        3.8730000476836417     	16
   2.5000000000000009        3.8320000476836462     	16
   2.6000000000000010        3.7860000476836513     	16
   2.7000000000000011        3.7330000476836571     	16
   2.8000000000000012        3.6750000476836635     	16
   2.9000000000000012        3.6100000476836707     	16
   3.0000000000000013        3.5380000476836786     	16
   3.1000000000000014        3.4580000476836874     	16
   3.2000000000000015        3.3710000476836970     	16
   3.3000000000000016        3.2750000476837076    	16
   3.3719999999999590        3.2000000000000015      	16

4.49100   0.0	16
      4.4900000000000535       0.10000000000000001     	16
   4.4870000000000525       0.20000000000000001     	16
   4.4830000000000512       0.30000000000000004     	16
   4.4770000000000492       0.40000000000000002     	16
   4.4690000000000465       0.50000000000000000     	16
   4.4590000000000432       0.59999999999999998     	16
   4.4480000000000395       0.69999999999999996     	16
   4.4340000000000348       0.79999999999999993     	16
   4.4190000000000298       0.89999999999999991     	16
   4.4020000000000241       0.99999999999999989     	16
   4.3830000000000178        1.0999999999999999     	16
   4.3620000000000108        1.2000000000000000     	16
   4.3390000000000031        1.3000000000000000     	16
   4.3139999999999947        1.4000000000000001     	16
   4.2869999999999857        1.5000000000000002     	16
   4.2579999999999760        1.6000000000000003     	16
   4.2259999999999653        1.7000000000000004     	16
   4.1919999999999540        1.8000000000000005     	16
   4.1559999999999420        1.9000000000000006     	16
   4.1169999999999289        2.0000000000000004     	16
   4.0749999999999149        2.1000000000000005     	16
   4.0299999999998999        2.2000000000000006     	16
   3.9829999999998917        2.3000000000000007     	16
   3.9319999999998974        2.4000000000000008     	16
   3.8779999999999033        2.5000000000000009     	16
   3.8199999999999097        2.6000000000000010     	16
   3.7579999999999165        2.7000000000000011     	16
   3.6919999999999238        2.8000000000000012     	16
   3.6209999999999316        2.9000000000000012     	16
   3.5439999999999401        3.0000000000000013     	16
   3.4619999999999491        3.1000000000000014     	16
   3.3719999999999590        3.2000000000000015     	16
