0.0     4.00000
0.5     3.99997
0.65    3.99967
0.8     3.99856
1.0     3.99474
1.15    3.98963
1.35    3.97980
1.5     3.97057
1.65    3.96025
1.8     3.94845
2.0     3.93538
2.1     3.92894
2.2     3.92318
2.3     3.91834
2.4     3.91467
2.45    3.91337
2.5     3.91248
2.55    3.91205
2.6     3.91215
2.65    3.91286
2.7     3.91426
2.71    3.91464
2.72    3.91505
2.73    3.91550
2.74    3.91599
2.75    3.91652
2.76    3.91710     (1ª Ordem)

----AF-->AF----
2.76    3.91710
2.76894 3.91765
2.77    3.91772     
2.77429 3.918
---------------


---------------     (2ª Ordem)
2.76    3.91710
2.77853 3.9185
2.78    3.91861
2.79    3.91930
2.8     3.91995
2.81    3.92056
2.82    3.92114
2.83    3.92167
2.84    3.92217
2.85    3.92264
2.9     3.92438
2.95    3.92519
3.0     3.92505
3.05    3.92397
3.1     3.92193
3.15    3.91893
3.2     3.91500
3.3     3.90500
3.4     3.89000
3.5     3.87100
3.6     3.84800
3.7     3.82100
3.8     3.79000
3.9     3.75400
4.0     3.71400
4.13    3.65400
4.23400     3.6
4.35    3.53400
4.5     3.43600
4.68100     3.3
4.85200     3.15
5.0     3.00200
5.09200     2.9
5.21400     2.75
5.32400     2.6
5.42300     2.45
5.5     2.32100
5.59300     2.15
5.66600     2.0
5.73200     1.85
5.79200     1.7
5.84500     1.55
5.89200     1.4
5.93400     1.25
5.97100     1.1
6.0     0.96200
6.02900     0.8
6.05100     0.65
6.06900     0.5
6.08100     0.35
6.09100     0.15
6.09300     0.0
