0.0     4.00000	2
0.35    3.99991	2
0.42    3.99962	2
0.5     3.99884	2
0.6     3.99692	2
0.7     3.99400	2
0.8     3.99042	2
0.85    3.98856	2
0.9     3.98676	2
0.95    3.98512	2
1.0     3.98375	2
1.05    3.98276	2
1.1     3.98229	2
1.15    3.98250	2
1.2     3.98361	2
1.22    3.98437	2
1.245   3.98562	2
1.26    3.98656	2
1.265   3.98691	2
1.26592     3.986977	2




----AF-->AF----
1.36    3.99319	2
1.35    3.99259	2
1.34    3.99197	2
1.33    3.99134	2
1.32    3.99069	2
1.308   3.98990	2
1.3     3.98937	2
1.294       3.98896	2
1.29        3.98868	2
1.282       3.98812	2
1.277       3.98777	2
1.27279     3.98747	2
1.27    3.98727	2
1.26711     3.98706	2
1.26592     3.986977	2
-------------------


1.26592     3.986977	2
1.26616     3.98708	2
1.26711     3.98750	2
1.27279     3.99	2
1.3     4.00174	2
1.4     4.04200	2
1.5     4.07580	2
1.65    4.11800	2
1.8     4.14900	2
2.0     4.17400	2
2.15    4.18000	2
2.35    4.17200	2
2.5     4.15300	2
2.65    4.12400	2
2.8     4.08400	2
3.0     4.01400	2
3.15    3.94700	2
3.35    3.83800	2
3.5     3.74000	2
3.65    3.62800	2
3.8     3.50000	2
4.0     3.30000	2
4.17000     3.1	2
4.31700     2.9	2
4.41500     2.75	2
4.5     2.60700	2
4.55900     2.5	2
4.63500     2.35	2
4.70500     2.2	2
4.76800     2.05	2
4.82500     1.9	2
4.87700     1.75	2
4.92300     1.6	2
4.96500     1.45	2
5.0     1.30800	2
5.03500     1.15	2
5.06300     1.0	2
5.09500     0.8	2
5.11300     0.65	2
5.12800     0.5	2
5.13900     0.35	2
5.14800     0.15	2
5.15000     0.0	2
