0.0     4.00000	12
0.2     4.00000	12
0.25     4.00000	12
0.30     3.99998	12
0.35     3.99991	12
0.40     3.99972	12
0.45     3.99935	12
0.5     3.99871	12
0.55     3.99774	12
0.60     3.99638	12
0.65     3.99461	12
0.70     3.99246	12
0.75     3.98997	12
0.80     3.98720	12
0.85     3.98425	12
0.9      3.98122	12
0.95     3.97823	12
1.0     3.97542	12
1.05     3.97294	12
1.1     3.97095	12
1.15     3.96965	12
1.2     3.96926	12
1.25     3.97009	12
1.3     3.97283	12
1.31    3.97343	12
1.32    3.97435	12
1.33    3.97544	12
1.331   3.97556	12      1ª Ordem

----AF-->AF--------------------
1.344   3.97718	12
1.34    3.97667	12
1.336   3.97617	12
1.335   3.97606	12
1.331   3.97556	12
-------------------------------------

1.331   3.97556	12      2ª Ordem
1.33280     3.97600	12
1.336       3.97680	12
1.33683     3.977	12
1.34    3.97778	12
1.35    3.98021	12
1.4     3.99200	12

   3.5000000000000000        3.2529999999999943     	12
   3.3999999985098839        3.3529999999999833     	12
   3.2999999970197678        3.4439999999999733     	12
   3.1999999955296516        3.5269999999999642     	12
   3.0999999940395355        3.6019999999999559     	12
   2.9999999925494194        3.6709999999999483     	12
   2.8999999910593033        3.7319999999999416     	12
   2.7999999895691872        3.7879999999999354     	12
   2.6999999880790710        3.8369999999999300     	12
   2.5999999865889549        3.8799999999999253     	12
   2.4999999850988388        3.9179999999999211     	12
   2.3999999836087227        3.9509999999999175     	12
   2.2999999821186066        3.9779999999999145     	12
   2.1999999806284904        3.9999999999999121     	12
   2.0999999791383743        4.0159999999999174     	12
   1.9999999776482582        4.0279999999999214     	12
   1.8999999761581421        4.0349999999999238     	12
   1.7999999746680260        4.0359999999999241     	12
   1.6999999731779099        4.0329999999999231     	12
   1.5999999716877937        4.0239999999999201     	12
   1.4999999701976776        4.0109999999999157     	12
   1.3999999687075615        3.9919999999999130     	12

3.5     3.25300	12


   3.5000000000000000        3.2529999999999943   	12
   3.5499999999999945        3.2000000000000002     	12
   3.6789999999999803        3.0499999940395357     	12
   3.7939999999999676        2.8999999880790712     	12
   3.8969999999999563        2.7499999821186067     	12
   3.9909999999999459        2.5999999761581423     	12
   4.0749999999999700        2.4499999701976778     	12
   4.1519999999999957        2.2999999642372133     	12
   4.2210000000000187        2.1499999582767488     	12
   4.2840000000000398        1.9999999523162844     	12
   4.3410000000000588        1.8499999463558199     	12
   4.3930000000000762        1.6999999403953554     	12
   4.4390000000000915        1.5499999344348909     	12
   4.4810000000001056        1.3999999284744264     	12
   4.5170000000001176        1.2499999225139620     	12
   4.5490000000001283        1.0999999165534975     	12
   4.5770000000001376       0.94999991059303301     	12
   4.6000000000001453       0.79999990463256854     	12
   4.6190000000001517       0.64999989867210406     	12
   4.6340000000001567       0.49999989271163958     	12
   4.6460000000001607       0.34999988675117510     	12
   4.6530000000001630       0.19999988079071063     	12
   4.6560000000001640        4.9999874830246149E-002	12
