1.0     2.96400
0.97    2.83400
0.93    2.65800
0.9     2.52300
0.87    2.38600
0.83    2.19800
0.8     2.05200
0.77    1.90000
0.75    1.79454 
0.71    1.56956 2ª
0.705   1.53984 1ª
0.70    1.51018
0.65    1.20426
0.60    0.865135
