0.0     -0.1	4.11200	-0.1
0.1     -0.1	3.69600
0.2     -0.1	3.27500
0.3     -0.1	2.84800
0.4     -0.1	2.41300
0.5     -0.1	1.96600
0.51    -0.1	1.92000
0.55    -0.1	1.73600
