0.0     4.00000
0.5     3.99992
0.65    3.99933
0.8     3.99746
0.91    3.99491
1.0     3.99199
1.15    3.98554
1.35    3.97452
1.5     3.96535
1.65    3.95635
1.72    3.95247
1.8     3.94849
1.85    3.94632
1.9     3.94444
1.95    3.94291
2.0     3.94179
2.05    3.94114
2.1     3.94104
2.15    3.94159
2.2     3.94290
2.25    3.94515
2.3     3.94868
2.31    3.94959
2.32    3.95059
2.33    3.95170
2.335   3.95232   (1ª Ordem)
2.335   3.95232
2.337   3.95258
2.34    3.95299  
---------------


2.34    3.95299  
2.34519 3.954
2.35    3.95478
2.4     3.96230
2.45    3.96900
2.5     3.97437
2.55    3.97900
2.6     3.98300
2.65    3.98507
2.7     3.98665
2.75    3.98725
2.8     3.98686
2.85    3.98600
2.9     3.98400
2.95    3.98000
3.0     3.97600
3.15    3.95600
3.35    3.91600
3.5     3.87400
3.65    3.82300
3.8     3.76000
4.0     3.66000
4.15    3.57000
4.25400     3.5
4.38800     3.4
4.5     3.30700
4.66700     3.15
4.76200     3.05
4.89200     2.9
5.0     2.76000
5.11200     2.6
5.20600     2.45
5.29100     2.3
5.36800     2.15
5.43800     2.0
5.5     1.85200
5.57600     1.65
5.62500     1.5
5.66900     1.35
5.70700     1.2
5.74100     1.05
5.77000     0.9
5.79400     0.75
5.81300     0.6
5.82900     0.45
5.83900     0.3
5.84600     0.15
5.84800     0.0
