7.72100 0.0
7.72000 0.1
7.71400 0.2
7.70500 0.3
7.69200 0.4
7.67500 0.5
7.65500    0.6
7.63100    0.7
7.6     0.80600
7.57000    0.9
7.53300 1.0
7.48    1.12640
7.44700    1.2
7.39600    1.3
7.35    1.38400
7.28100 1.5
7.21500    1.6
7.15    1.69100
7.06500    1.8
7.0     1.87800
6.88800 2.0
6.8     2.08700
6.7     2.18000
6.5     2.34300
6.35    2.45
6.27400 2.5
6.15    2.57600
6.00    2.65900
5.87    2.72300
5.75    2.77800
5.69700 2.8     
5.56876 2.85
5.54162 2.86
5.51384 2.87
5.48540 2.88    2ª Ordem
5.47019 2.885   1ª Ordem(5.47,2.88)
5.45584 2.89    
5.42710 2.9
5.13616 3.0
4.5     3.20947
4.0     3.36307
3.5     3.50454
3.0     3.63157
2.5     3.74200
2.0     3.83403
1.5     3.90639
1.0     3.95835
0.5     3.98958
0.0     4.0
