3.49200	0.0	5.0
3.47031    1.0    4.975
3.43060 2.0     4.785 

3.24310 4.0     3.87
3.04615 5.0     2.84
2.98773     5.2     2.5
2.95371 5.3 2.2
2.881 5.48165  0.0
