0.0     4.00000
0.15    4.00000
0.35    4.00000
0.5     3.99996
0.65    3.99963
0.8     3.99845
1.0     3.99455
1.15    3.98960
1.3     3.98305
1.45    3.97532
1.6     3.96697
1.75    3.95868
1.9     3.95121
2.0     3.94712     (1ª Ordem)
2.07    3.94488
2.16    3.94297
2.25    3.94249
2.33    3.94364
2.4     3.94632
2.45    3.94963
2.47332 3.95180


----AF-->AF----
2.47332 3.95180
2.47343 3.95181
2.47390 3.95186
2.4795  3.95248
2.48    3.95253
2.481   3.95264
2.485   3.95308
2.488   3.95341
---------------



2.47332 3.95180
2.47349 3.95184
2.47366 3.95188
2.47390 3.95193
2.47450 3.95205
2.47620 3.95239
2.478   3.95275
2.48    3.95315
2.5     3.95705
2.65    3.98200
2.8     3.99800
3.0     4.00656  (2ª Ordem)
3.15    4.00400
3.35    3.98600
3.5     3.96300
3.65    3.93100
3.8     3.88900
4.0     3.81900
4.15    3.75400
4.35    3.65100
4.5     3.56000
4.65    3.45500
4.8     3.33700
5.0     3.15400
5.15    2.99500
5.35    2.74800
5.5     2.52900
5.60800     2.35
5.71400     2.15
5.78500     2.0
5.86900     1.8
5.92500     1.65
5.97500     1.5
6.01900     1.35
6.07000     1.15
6.10300     1.0
6.13800     0.8
6.16000     0.65
6.17700     0.5
6.18900     0.35
6.19900     0.15
6.20100     0.0
