0.0     4.00000
0.15    4.00000
0.35    4.00000
0.5     3.99997
0.65    3.99971
0.8     3.99871
1.0     3.99527
1.15    3.99069
1.35    3.98203
1.5     3.97404
1.65    3.96533
1.8     3.95647
2.0     3.94561     (1ª Ordem)
2.07    3.94236
2.15    3.93918
2.25    3.93624
2.35    3.93480
2.45    3.93540
2.5     3.93670
2.55    3.93892
2.6     3.94242
2.61    3.94336
2.6155  3.94392



----AF-->AF----
2.623   3.94478
2.622   3.94466
2.621   3.94455
2.6175  3.94415
2.6165  3.94404
2.616   3.94398
2.61575 3.94395
2.6155  3.94392     (Aproximado)

2.6155  3.94392
2.61575 3.94397
2.616   3.94401
2.6165  3.94410
2.6175  3.94427
2.62    3.94469
2.621   3.94486
2.622   3.94503
2.625   3.94554
2.63    3.94638
2.64    3.94802
2.65    3.94963
2.7     3.95714
2.8     3.97000
2.9     3.97900
3.0     3.98312     (2ª Ordem)
3.15    3.98400
3.35    3.97200
3.5     3.95300
3.65    3.92600
3.8     3.88900
4.0     3.82600
4.15    3.76700
4.35    3.67200
4.5     3.58700
4.65    3.49100
4.8     3.38100
5.0     3.21000
5.15    3.06300
5.35    2.83400
5.5     2.63300
5.65000     2.4
5.78700     2.15
5.85900     2.0
5.94400     1.8
6.00100     1.65
6.05200     1.5
6.09700     1.35
6.14800     1.15
6.18100     1.0
6.21800     0.8
6.23900     0.65
6.25600     0.5
6.26900     0.35
6.27900     0.15
6.28100     0.0
