4.02842     0.0
4.16849     0.1
4.26641     0.2
4.33692     0.3
4.38917     0.4
4.42800     0.5
4.45500     0.6
4.47200     0.7
4.48100     0.8
4.48100     0.9
4.47400     1.0
4.43900     1.2
4.39400     1.35
4.33400     1.5
4.25700     1.65
4.16500     1.8
4.01400     2.0
3.87800     2.15
3.66400     2.35
3.47400     2.5
3.33200     2.6
3.17500     2.7
3.00000 2.8
2.85    2.87900
2.58700 3.0
2.35    3.09500
2.2     3.14900
2.04300 3.2
1.9     3.24300
1.8     3.27000
1.65    3.30800
1.5     3.34300
1.35    3.37300
1.25    3.39200
1.1     3.41700
1.0     3.43100
0.85    3.45100
0.7     3.46700
0.5     3.48300
0.35    3.49200
0.2     3.49800
0.15    3.49900
0.0     3.50000
