0.4     0.942119    0.91891627939596543
0.45    1.00023     0.88582713292367121
0.5     1.04992     0.84780943240023388
0.55    1.09271     0.80451010313941806
0.57    1.10815     0.78555383912357368
0.6     1.12966     0.75520261839830050
0.62    1.24643     0.68555612741747340
0.65    1.41501     0.56997761075661535
0.68    1.57913     0.43163936224416893
0.69    1.63326     0.37617370509788106
0.7     1.68720     0.31205985038469075
0.71    1.74100     0.23211008256281429
0.72    1.79470     0.10355546288024171
0.725   1.82150     1.0882055702352387E-003
