-0.3, 0.45, -0.05, 0.53
-0.2, 0.52, 0.0, 0.57
-0.1, 0.59, 0.05, 0.6
0.0, 0.66, 0.1, 0.63
0.1, 0.72, 0.15, 0.67
0.2, 0.78
0.3, 0.84    
