   6.0000000000000000       -17.000575207682537        1.0380075965484990E-004   1.0380075965476340E-004   1.0380075965488746E-004   1.0380075965490704E-004   1.0380075965484175E-004
   5.9989999999999997       -16.997867973016216        1.0380969009097119E-004   1.0380969009105117E-004   1.0380969009090752E-004   1.0380969009092712E-004   1.0380969009099893E-004
   5.9979999999999993       -16.995160761694137        1.0381944427692564E-004   1.0381944427691909E-004   1.0381944427689297E-004   1.0381944427704315E-004   1.0381944427684728E-004
   5.9969999999999990       -16.992453573728753        1.0382922365798434E-004   1.0382922365797944E-004   1.0382922365789456E-004   1.0382922365797944E-004   1.0382922365808390E-004
   5.9959999999999987       -16.989746409132508        1.0383900514362303E-004   1.0383900514357406E-004   1.0383900514377646E-004   1.0383900514360670E-004   1.0383900514353488E-004
   5.9949999999999983       -16.987039267917872        1.0384878806591518E-004   1.0384878806580746E-004   1.0384878806593149E-004   1.0384878806597721E-004   1.0384878806594456E-004
   5.9939999999999980       -16.984332150097316        1.0385857240559664E-004   1.0385857240575823E-004   1.0385857240568642E-004   1.0385857240553625E-004   1.0385857240540569E-004
   5.9929999999999977       -16.981625055683310        1.0386835816214151E-004   1.0386835816227534E-004   1.0386835816221659E-004   1.0386835816214477E-004   1.0386835816192934E-004
   5.9919999999999973       -16.978917984688355        1.0387814533561351E-004   1.0387814533555149E-004   1.0387814533583221E-004   1.0387814533564941E-004   1.0387814533542093E-004
   5.9909999999999970       -16.976210937124947        1.0388793392575698E-004   1.0388793392575860E-004   1.0388793392564762E-004   1.0388793392575860E-004   1.0388793392586305E-004
   5.9899999999999967       -16.973503913005583        1.0389772393288472E-004   1.0389772393292389E-004   1.0389772393310014E-004   1.0389772393269540E-004   1.0389772393281944E-004
   5.9889999999999963       -16.970796912342788        1.0390751535680220E-004   1.0390751535681852E-004   1.0390751535676630E-004   1.0390751535682505E-004   1.0390751535679894E-004
   5.9879999999999960       -16.968089935149081        1.0391730819753906E-004   1.0391730819748031E-004   1.0391730819748031E-004   1.0391730819777405E-004   1.0391730819742156E-004
   5.9869999999999957       -16.965382981436999        1.0392710245528521E-004   1.0392710245531784E-004   1.0392710245529174E-004   1.0392710245521340E-004   1.0392710245531784E-004
   5.9859999999999953       -16.962676051219077        1.0393689812988172E-004   1.0393689813000738E-004   1.0393689812996823E-004   1.0393689812961574E-004   1.0393689812993558E-004
   5.9849999999999950       -16.959969144507870        1.0394669522138080E-004   1.0394669522138080E-004   1.0394669522148524E-004   1.0394669522137428E-004   1.0394669522128290E-004
   5.9839999999999947       -16.957262261315943        1.0395649372964054E-004   1.0395649372964054E-004   1.0395649372974497E-004   1.0395649372956222E-004   1.0395649372961444E-004
   5.9829999999999943       -16.954555401655856        1.0396629365476287E-004   1.0396629365479876E-004   1.0396629365484445E-004   1.0396629365464864E-004   1.0396629365475959E-004
   5.9819999999999940       -16.951848565540185        1.0397609499679943E-004   1.0397609499682717E-004   1.0397609499683369E-004   1.0397609499685981E-004   1.0397609499667705E-004
   5.9809999999999937       -16.949141752981525        1.0398589775578440E-004   1.0398589775577462E-004   1.0398589775590515E-004   1.0398589775567671E-004   1.0398589775578115E-004
   5.9799999999999933       -16.946434963992463        1.0399570193176045E-004   1.0399570193196931E-004   1.0399570193176698E-004   1.0399570193144066E-004   1.0399570193186488E-004
   5.9789999999999930       -16.943728198585610        1.0400550752442799E-004   1.0400550752443289E-004   1.0400550752451121E-004   1.0400550752441983E-004   1.0400550752434803E-004
   5.9779999999999927       -16.941021456773576        1.0401531453423030E-004   1.0401531453420257E-004   1.0401531453430698E-004   1.0401531453437878E-004   1.0401531453403288E-004
   5.9769999999999923       -16.938314738568980        1.0402512296076595E-004   1.0402512296070232E-004   1.0402512296072191E-004   1.0402512296085243E-004   1.0402512296078716E-004
   5.9759999999999920       -16.935608043984455        1.0403493280437449E-004   1.0403493280428148E-004   1.0403493280442505E-004   1.0403493280443157E-004   1.0403493280435980E-004
   5.9749999999999917       -16.932901373032639        1.0404474406475645E-004   1.0404474406460962E-004   1.0404474406487717E-004   1.0404474406490981E-004   1.0404474406462919E-004
   5.9739999999999913       -16.930194725726185        1.0405455674212014E-004   1.0405455674190968E-004   1.0405455674235997E-004   1.0405455674226208E-004   1.0405455674194884E-004
   5.9729999999999910       -16.927488102077749        1.0406437083646041E-004   1.0406437083638373E-004   1.0406437083661865E-004   1.0406437083644899E-004   1.0406437083639027E-004
   5.9719999999999906       -16.924781502099993        1.0407418634766997E-004   1.0407418634765856E-004   1.0407418634780212E-004   1.0407418634766509E-004   1.0407418634755415E-004
   5.9709999999999903       -16.922074925805603        1.0408400327586848E-004   1.0408400327586848E-004   1.0408400327582281E-004   1.0408400327600551E-004   1.0408400327577714E-004
   5.9699999999999900       -16.919368373207249        1.0409382162090695E-004   1.0409382162092491E-004   1.0409382162091838E-004   1.0409382162100322E-004   1.0409382162078135E-004
   5.9689999999999896       -16.916661844317641        1.0410364138285533E-004   1.0410364138271830E-004   1.0410364138314896E-004   1.0410364138300541E-004   1.0410364138254865E-004
   5.9679999999999893       -16.913955339149467        1.0411346256179868E-004   1.0411346256169916E-004   1.0411346256197974E-004   1.0411346256181009E-004   1.0411346256170569E-004
   5.9669999999999890       -16.911248857715446        1.0412328515746683E-004   1.0412328515721400E-004   1.0412328515754676E-004   1.0412328515780775E-004   1.0412328515729882E-004
   5.9659999999999886       -16.908542400028299        1.0413310917023268E-004   1.0413310917012830E-004   1.0413310917037623E-004   1.0413310917036319E-004   1.0413310917006306E-004
